type,possession_team,player,position,player_id,pass_recipient,id,timestamp,location,pass_end_location,pass_length,pass_outcome
Ball Receipt*,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,,86b89fe6-ba78-4b51-b395-cfced37c0742,00:37:12.304,"[98.5, 57.5]",,,
Carry,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,,e296dea8-fbbe-4d6f-8b6b-5e4a93848350,00:37:12.304,"[98.5, 57.5]",,,
Pass,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,Kevin Kampl,f0d71f25-9ab0-4925-b385-16fc1c8a1ef7,00:37:13.108,"[98.7, 57.7]","[101.2, 56.2]",2.9154758,Incomplete
Ball Receipt*,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,44579873-1281-42d3-b621-46a5c4c4ed70,00:37:13.310,"[101.0, 50.8]",,,
Interception,RB Leipzig,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,6adac4ac-32eb-4eb9-8cb9-d68686b16541,00:37:13.310,"[18.9, 23.9]",,,
Ball Recovery,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,,79006d42-d0a2-41b6-9c8e-25dabcbffcf9,00:37:13.744,"[94.6, 57.9]",,,
Carry,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,,bd20d0cb-29ed-40c0-ae65-7ddf235b3b30,00:37:13.744,"[94.6, 57.9]",,,
Pass,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,Benjamin Henrichs,2f7fb5d2-3d6a-4101-83d6-dd28939b4419,00:37:17.010,"[90.8, 60.3]","[98.7, 73.1]",15.041609,
Ball Receipt*,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,fb129a6f-04e1-4298-842b-5518b84e5c1f,00:37:17.999,"[98.7, 73.1]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,,745e0bdd-5fe0-4ec9-a701-9425c8a65423,00:37:17.999,"[98.7, 73.1]",,,
Pressure,RB Leipzig,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,,c65fd141-4f94-4493-abaf-f882eeb6e529,00:37:20.902,"[23.1, 20.5]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,Willi Orban,cea06c71-9f29-4390-8b3d-8f84531e0eb2,00:37:21.873,"[101.0, 64.1]","[108.7, 75.9]",14.090068,
Ball Receipt*,RB Leipzig,Willi Orban,Right Center Back,8509.0,,70d8a532-e957-4ac4-8b5e-85e9b319586d,00:37:22.788,"[108.7, 75.9]",,,
Carry,RB Leipzig,Willi Orban,Right Center Back,8509.0,,6f9b6be3-7001-4193-bd22-e108cd86a664,00:37:22.788,"[108.7, 75.9]",,,
Miscontrol,RB Leipzig,Willi Orban,Right Center Back,8509.0,,9956388d-af5a-4584-aa77-472983767dae,00:37:23.026,"[109.4, 75.9]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Robert Andrich,107b5bd1-e8ed-4eb9-8a0d-cb0b5d450a48,00:37:52.673,"[7.7, 0.1]","[14.4, 9.8]",11.788978,
Ball Receipt*,Bayer Leverkusen,Robert Andrich,Center Defensive Midfield,9195.0,,717b76f9-1e03-4ef7-bf66-8c6624598f40,00:37:53.460,"[14.4, 9.8]",,,
Pass,Bayer Leverkusen,Robert Andrich,Center Defensive Midfield,9195.0,Alejandro Grimaldo García,8bdf8cc5-f6e0-4550-9e88-919b9123a304,00:37:53.460,"[14.6, 10.9]","[9.0, 4.4]",8.579627,
Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,ec5db1e3-e579-4089-bd6c-6208e19b9bb6,00:37:54.032,"[9.0, 4.4]",,,
Carry,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,5eb56eaa-c9d3-435e-8a99-26bf7f3c6cc1,00:37:54.032,"[9.0, 4.4]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,238198b9-afd7-4e6f-816a-ac6adb4a0bc8,00:37:54.511,"[8.6, 4.4]","[28.1, 1.2]",19.76082,Out
Substitution,Bayer Leverkusen,Xaver Schlager,Left Defensive Midfield,8769.0,,9cfa247a-dbba-4593-bb48-c32050681750,00:38:02.999,,,,
Pass,RB Leipzig,Benjamin Henrichs,Right Wing Back,8211.0,Kevin Kampl,80d8a96d-e51d-4bc8-8a34-7353ba29dd26,00:38:09.041,"[91.8, 80.0]","[78.6, 73.7]",14.626346,
Ball Receipt*,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,d5ead2fd-9170-4c68-942d-9157bb40daf7,00:38:10.197,"[78.6, 73.7]",,,
Pass,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,Willi Orban,6aa72d2b-f1db-4adc-89fe-c7f28afbd90b,00:38:10.197,"[78.3, 73.3]","[66.6, 70.5]",12.030378,
Ball Receipt*,RB Leipzig,Willi Orban,Right Center Back,8509.0,,c6cdcca2-0dac-4088-bb08-5123cab0d41e,00:38:11.994,"[66.6, 70.5]",,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Junior Castello Lukeba,d713229b-3081-4475-8446-9862e4d244b0,00:38:13.833,"[63.8, 59.4]","[56.7, 32.9]",27.43465,
Ball Receipt*,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,99000818-50cc-4df0-bc3c-d771633474af,00:38:15.593,"[56.7, 32.9]",,,
Carry,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,d199e581-2874-428c-9f4b-80eeaa2d7dce,00:38:15.593,"[56.7, 32.9]",,,
Pass,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,David Raum,852903ac-df56-4f93-98fd-855e2d6dae81,00:38:17.055,"[55.7, 26.5]","[62.9, 3.6]",24.005207,
Ball Receipt*,RB Leipzig,David Raum,Left Wing Back,12034.0,,d9c7c403-2ad1-4c83-b59e-5cfc6b77b4b4,00:38:17.946,"[62.9, 3.6]",,,
Carry,RB Leipzig,David Raum,Left Wing Back,12034.0,,3ef783a0-02aa-4d46-b5a3-49cb17538f5f,00:38:17.946,"[62.9, 3.6]",,,
Pass,RB Leipzig,David Raum,Left Wing Back,12034.0,Junior Castello Lukeba,a99e7adb-dadb-434b-92fc-70bc3647e5b2,00:38:19.673,"[63.6, 3.4]","[49.9, 14.7]",17.758942,
Ball Receipt*,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,16523eda-a7d5-4679-98c2-4972dd3d4cf9,00:38:21.753,"[49.9, 14.7]",,,
Carry,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,5e74e298-cc41-463f-84fa-ccd9b7f8fc99,00:38:21.753,"[49.9, 14.7]",,,
Pass,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,Mohamed Simakan,1dbe4064-dd67-4468-bd4f-6ee87f94f83a,00:38:22.269,"[48.8, 16.2]","[47.8, 33.3]",17.129215,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,49337d16-3445-4ead-841d-dcfcdc8e6380,00:38:23.909,"[47.8, 33.3]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,f3f269c7-77d4-4459-b9b7-5301b2878af9,00:38:23.909,"[47.8, 33.3]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Kevin Kampl,14f85cc4-763a-4cef-8b30-726cb1802dbd,00:38:24.106,"[50.8, 37.2]","[63.8, 40.1]",13.319534,
Ball Receipt*,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,f6b67e0e-5f70-4a3a-803f-4d1cba1ee3ae,00:38:24.862,"[63.8, 40.1]",,,
Carry,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,22576477-372f-4c2d-b244-e44347aebb95,00:38:24.862,"[63.8, 40.1]",,,
Pass,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,Willi Orban,af405813-8d71-4ef1-a9bc-a502d65b1faf,00:38:26.311,"[59.5, 41.6]","[58.0, 59.2]",17.663805,
Ball Receipt*,RB Leipzig,Willi Orban,Right Center Back,8509.0,,6dc582b3-c0b9-4e80-a89e-82ac582b139c,00:38:27.511,"[58.0, 59.2]",,,
Carry,RB Leipzig,Willi Orban,Right Center Back,8509.0,,940e2d8e-19b8-4f21-9565-2e4c665ec58b,00:38:27.511,"[58.0, 59.2]",,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Daniel Olmo Carvajal,cf526767-07f9-4b40-b0df-562f4d6688d8,00:38:28.361,"[63.2, 59.8]","[76.6, 73.5]",19.163769,
Ball Receipt*,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,,2d2e0db3-57f5-4da5-9771-3c4f0b6ff441,00:38:29.708,"[76.6, 73.5]",,,
Carry,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,,904ef7ed-4b17-43a3-b6a3-11f870f6a0ef,00:38:29.708,"[76.6, 73.5]",,,
Pass,RB Leipzig,Daniel Olmo Carvajal,Left Attacking Midfield,16532.0,Willi Orban,09ecc949-483c-4a48-a05d-3ec60e80862a,00:38:33.217,"[84.6, 73.9]","[70.4, 66.2]",16.153328,
Ball Receipt*,RB Leipzig,Willi Orban,Right Center Back,8509.0,,09e749d2-a874-4518-a979-ebd60e0c70ce,00:38:34.697,"[70.4, 66.2]",,,
Carry,RB Leipzig,Willi Orban,Right Center Back,8509.0,,96203127-2422-4a38-aeb2-834b4a8a8cdb,00:38:34.697,"[70.4, 66.2]",,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Mohamed Simakan,491d5983-e6a5-4565-99eb-bedf5a5aa770,00:38:36.377,"[70.0, 66.2]","[66.2, 49.1]",17.517134,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,04b6dbe6-e08f-464c-abdb-8e75c440433a,00:38:37.842,"[66.2, 49.1]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,9b7140a6-ae41-4208-b78b-ac0d443a029f,00:38:37.842,"[66.2, 49.1]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Junior Castello Lukeba,756288b7-df1e-424a-8d58-6e8e04fedb07,00:38:38.390,"[64.9, 47.0]","[77.1, 23.7]",26.30076,
Ball Receipt*,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,be1a2e24-6ccc-430c-bdee-6793828ed681,00:38:39.934,"[77.1, 23.7]",,,
Carry,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,880f7d2d-b521-4b46-bedf-37e6bee1cdfa,00:38:39.934,"[77.1, 23.7]",,,
Pass,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,Fabio Carvalho,ebb90542-0880-4787-b00c-e9d0444c306b,00:38:41.111,"[77.3, 21.5]","[87.3, 28.4]",12.149486,
Ball Receipt*,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,dbaf0921-bba8-43ee-8c2d-da37c2871a50,00:38:41.983,"[87.3, 28.4]",,,
Carry,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,eb3c2d6f-1881-4315-a149-0095a8964eff,00:38:41.983,"[87.3, 28.4]",,,
Pressure,RB Leipzig,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,,01c053dd-f0ab-49d9-abfe-62c625911764,00:38:42.017,"[32.1, 46.4]",,,
Pass,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,Emil Peter Forsberg,3457b1b9-b0a1-4d78-aa6d-7c93ff78cc6e,00:38:42.564,"[86.3, 29.5]","[86.3, 19.4]",10.1,
Ball Receipt*,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,3165cb86-78a2-4d4f-82ac-0cc994de6eb0,00:38:43.280,"[86.3, 19.4]",,,
Carry,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,9699d33d-d868-4f81-aef4-debeeb7867f2,00:38:43.280,"[86.3, 19.4]",,,
Pass,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,David Raum,8e498808-2847-418d-9519-f9e14626b8c4,00:38:44.031,"[86.0, 17.9]","[99.1, 2.1]",20.524376,
Ball Receipt*,RB Leipzig,David Raum,Left Wing Back,12034.0,,1fccc7c8-09ef-4c32-9c8d-04e76bc00f79,00:38:45.449,"[99.1, 2.1]",,,
Carry,RB Leipzig,David Raum,Left Wing Back,12034.0,,53d5470c-0064-4317-b04a-fef9c42acb9f,00:38:45.449,"[99.1, 2.1]",,,
Pass,RB Leipzig,David Raum,Left Wing Back,12034.0,,5f845b7c-092a-4867-8201-5abffe57855e,00:38:46.565,"[98.9, 1.9]","[104.2, 5.9]",6.64003,Incomplete
Block,RB Leipzig,Arthur Augusto de Matos Soares,Right Wing Back,196651.0,,58ad98de-4c22-4b3a-b4d7-13da93f716f5,00:38:46.821,"[15.9, 74.2]",,,
Ball Recovery,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,f423c714-3717-4556-a16d-e49df0efa8c3,00:38:48.339,"[86.7, 11.5]",,,
Carry,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,3cd30bd1-1638-4214-a4fd-a29b85479cd4,00:38:48.339,"[86.7, 11.5]",,,
Pressure,RB Leipzig,Robert Andrich,Center Defensive Midfield,9195.0,,1174545d-c9b4-4dd1-b02f-515b3f71f91d,00:38:48.933,"[33.8, 67.8]",,,
Foul Committed,RB Leipzig,Robert Andrich,Center Defensive Midfield,9195.0,,269fe879-7f3c-451c-b0a1-015ca1f57e21,00:38:50.238,"[42.0, 66.9]",,,
Foul Won,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,c8f76cb2-e2d0-4e46-8c0d-682b12fe610f,00:38:50.238,"[78.1, 13.2]",,,
Carry,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,,5dd7135f-2787-4b5a-abe8-8b8c846e6f25,00:38:50.238,"[78.1, 13.2]",,,
Pass,RB Leipzig,Emil Peter Forsberg,Right Attacking Midfield,5625.0,Junior Castello Lukeba,003f8835-bb28-4fab-97c6-84a3a7f51735,00:38:50.380,"[77.1, 13.2]","[68.9, 17.7]",9.353609,
Ball Receipt*,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,8133800f-18f0-4be9-88d0-309a87a83e74,00:38:51.406,"[68.9, 17.7]",,,
Carry,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,,99642d21-01d6-463a-95b0-5ce437ca004a,00:38:51.406,"[68.9, 17.7]",,,
Pass,RB Leipzig,Junior Castello Lukeba,Left Center Back,40185.0,Mohamed Simakan,6adac988-a392-4fef-a8d3-5995ceb77bc1,00:38:53.449,"[66.4, 23.2]","[62.9, 32.4]",9.843272,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,c136cc9b-c732-4153-a4bc-8537d97550ce,00:38:54.061,"[62.9, 32.4]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,76230260-154e-4c51-a6bf-b3bbfa71190a,00:38:54.061,"[62.9, 32.4]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Kevin Kampl,19a845b1-00a6-4f82-998f-b5a99e0f2d3c,00:38:55.037,"[63.2, 33.7]","[72.4, 35.7]",9.414882,
Ball Receipt*,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,0b39eb13-5225-4001-ae7e-65c3a9399ac7,00:38:55.663,"[72.4, 35.7]",,,
Carry,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,,79dbc5f9-3031-4ee7-86f7-b8aa7f5fe403,00:38:55.663,"[72.4, 35.7]",,,
Pressure,RB Leipzig,Robert Andrich,Center Defensive Midfield,9195.0,,6dd00f41-6770-4b50-b49a-5421bd51e604,00:38:55.867,"[45.0, 46.2]",,,
Pass,RB Leipzig,Kevin Kampl,Right Defensive Midfield,8222.0,Mohamed Simakan,b5c213f4-f8fc-4547-b9ba-f7e0f772ff2c,00:38:56.249,"[71.7, 34.4]","[62.9, 42.7]",12.096694,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,5e1dd701-546b-460c-9304-62479c12fd90,00:38:57.298,"[62.9, 42.7]",,,
Carry,RB Leipzig,Mohamed Simakan,Center Back,30360.0,,0734e059-1c29-4435-a5a3-981ee32b6c7e,00:38:57.298,"[62.9, 42.7]",,,
Pass,RB Leipzig,Mohamed Simakan,Center Back,30360.0,Willi Orban,a0b50f9e-99a4-4cad-8e58-4d12d2e2f39e,00:38:57.498,"[62.9, 42.7]","[68.7, 62.4]",20.536066,
Ball Receipt*,RB Leipzig,Willi Orban,Right Center Back,8509.0,,0fda8f8a-6d22-48fa-8bb0-ee5e62bbc64e,00:38:58.531,"[68.7, 62.4]",,,
Carry,RB Leipzig,Willi Orban,Right Center Back,8509.0,,f4548386-f914-44cd-a822-1f3d33c94b7c,00:38:58.531,"[68.7, 62.4]",,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Yussuf Yurary Poulsen,de02ffc5-bed8-43e3-b3ce-a5b571904bf7,00:38:59.771,"[69.6, 64.1]","[91.2, 57.9]",22.472204,Incomplete
Ball Receipt*,RB Leipzig,Yussuf Yurary Poulsen,Center Forward,5536.0,,2eb265f7-0b4e-4181-bd6d-6f5142c9b58d,00:39:01.197,"[91.2, 53.6]",,,
Ball Recovery,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,6240bff1-d7da-4d2d-9c1b-274859ba1e57,00:39:01.197,"[28.9, 22.2]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,96c4091b-5fc0-4380-9d43-a6e098f8e6d4,00:39:01.197,"[28.9, 22.2]",,,
Pressure,Bayer Leverkusen,Benjamin Henrichs,Right Wing Back,8211.0,,4e432bc0-b392-4ef9-8264-26086a8e0933,00:39:04.795,"[71.3, 64.5]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Victor Okoh Boniface,bcb74072-ff1a-4f3f-bcb7-925b1ea175ad,00:39:05.273,"[49.9, 13.4]","[62.7, 9.2]",13.471452,Incomplete
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Left Center Forward,32289.0,,8d0bccb1-69b7-4094-932d-46d01e10ca97,00:39:06.108,"[64.0, 7.9]",,,
Interception,Bayer Leverkusen,Willi Orban,Right Center Back,8509.0,,76b3a896-a436-45a8-a12c-7d00c0898d25,00:39:06.108,"[57.4, 70.9]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Jonas Hofmann,2db707f6-ac56-4a60-b1ae-c8ee89ae7390,00:39:30.979,"[68.1, 0.1]","[77.3, 16.0]",18.369812,
Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,Right Center Forward,8804.0,,cde92990-c4c8-4b22-8879-84369efb68a9,00:39:32.083,"[77.3, 16.0]",,,
Carry,Bayer Leverkusen,Jonas Hofmann,Right Center Forward,8804.0,,ac971b50-c161-41a8-b88f-ccbc9a771b8b,00:39:32.083,"[77.3, 16.0]",,,
Miscontrol,Bayer Leverkusen,Jonas Hofmann,Right Center Forward,8804.0,,39e57acc-c27a-41b8-92a3-74bf2098cd29,00:39:32.167,"[76.6, 16.9]",,,
Ball Recovery,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,8b42d356-ed0f-45cf-b679-ee572300759a,00:39:33.220,"[50.3, 62.2]",,,
Carry,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,96f80aba-4041-4820-9127-4a12fb2c8d01,00:39:33.220,"[50.3, 62.2]",,,
Pressure,RB Leipzig,Jonas Hofmann,Right Center Forward,8804.0,,9a1e0173-3833-4c21-98db-e5d1a2815a85,00:39:33.221,"[73.8, 18.3]",,,
Dribbled Past,RB Leipzig,Jonas Hofmann,Right Center Forward,8804.0,,11abd728-7e05-4c34-91cc-42644c73818a,00:39:33.559,"[72.1, 17.5]",,,
Dribble,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,f6625293-a01a-4569-a3d2-f6ec5b526137,00:39:33.559,"[48.0, 62.6]",,,
Carry,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,5e41dfee-4046-4b9c-8562-954c15e9ab58,00:39:33.559,"[48.0, 62.6]",,,
Pass,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,Willi Orban,30da9624-98ed-4bb1-844e-e452e2c2839d,00:39:34.763,"[43.3, 65.0]","[39.4, 58.5]",7.5802374,
Ball Receipt*,RB Leipzig,Willi Orban,Right Center Back,8509.0,,df20e48a-e8fb-4e8b-8e04-042aeb7f0183,00:39:35.195,"[39.4, 58.5]",,,
Carry,RB Leipzig,Willi Orban,Right Center Back,8509.0,,1854f24e-d3f5-46f8-b9ac-dc3d1fb66341,00:39:35.195,"[39.4, 58.5]",,,
Pressure,RB Leipzig,Jonas Hofmann,Right Center Forward,8804.0,,238970d0-f85a-4e3e-94ea-f6d89bb6304b,00:39:36.450,"[76.0, 20.1]",,,
Pass,RB Leipzig,Willi Orban,Right Center Back,8509.0,Fabio Carvalho,05ebb302-d55c-4b3f-b3d6-84a9caa6eeaa,00:39:36.942,"[42.0, 64.5]","[39.6, 71.6]",7.4946647,
Ball Receipt*,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,7226441a-83d0-4dc2-987a-808df8f19286,00:39:37.442,"[39.6, 71.6]",,,
Carry,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,2e8edf8e-8306-4498-85b4-012b0033d6fd,00:39:37.442,"[39.6, 71.6]",,,
Pressure,RB Leipzig,Jonas Hofmann,Right Center Forward,8804.0,,7ce6d45b-67f9-4fa5-9d68-b0df1edc3a77,00:39:37.508,"[78.8, 10.2]",,,
Dribble,RB Leipzig,Fabio Carvalho,Left Defensive Midfield,74659.0,,75ce5224-38c0-4b44-aa72-e41384a34184,00:39:37.693,"[40.5, 68.8]",,,
Duel,Bayer Leverkusen,Jonas Hofmann,Right Center Forward,8804.0,,99de400f-5c11-4409-aa62-f20a79c77fde,00:39:37.693,"[79.6, 11.3]",,,
Carry,Bayer Leverkusen,Jonas Hofmann,Right Center Forward,8804.0,,b2b3c15b-cfa5-4551-bf44-46219e558b13,00:39:37.693,"[79.6, 11.3]",,,
Pass,Bayer Leverkusen,Jonas Hofmann,Right Center Forward,8804.0,Robert Andrich,92db1dd1-373c-4eb0-8609-52536a2fff78,00:39:42.174,"[83.9, 8.9]","[76.8, 19.2]",12.509996,
Ball Receipt*,Bayer Leverkusen,Robert Andrich,Center Defensive Midfield,9195.0,,549d36e9-aa3c-42ed-bd61-73c760e9f6ee,00:39:43.350,"[76.8, 19.2]",,,
Pass,Bayer Leverkusen,Robert Andrich,Center Defensive Midfield,9195.0,Granit Xhaka,0e175df6-7fa4-4f9f-987b-d9e9994a6b8a,00:39:43.350,"[76.8, 19.2]","[84.3, 18.6]",7.5239615,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Center Midfield,3500.0,,28065012-0adc-4e09-b03e-9cd3a8d0925f,00:39:44.068,"[84.3, 18.6]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Center Midfield,3500.0,,db738fbc-d339-4f91-9edd-864aa4abc59b,00:39:44.068,"[84.3, 18.6]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Center Midfield,3500.0,Odilon Kossonou,7293936f-2045-4f3b-8b82-60cf07be8507,00:39:45.139,"[84.5, 22.8]","[68.7, 48.3]",29.998167,
Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,17c91d81-2b15-4dda-ac9e-ca4d8a64557a,00:39:46.389,"[68.7, 48.3]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,9872adda-7ec5-48e6-aa3e-7a66dba998a2,00:39:46.389,"[68.7, 48.3]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Arthur Augusto de Matos Soares,30488296-4862-444d-9a8e-bdd0a0fbb18e,00:39:48.287,"[69.8, 58.1]","[83.7, 77.2]",23.622446,
Ball Receipt*,Bayer Leverkusen,Arthur Augusto de Matos Soares,Right Wing Back,196651.0,,649eec5d-472d-4e13-82c2-795d8fd94b2a,00:39:49.849,"[83.7, 77.2]",,,
Carry,Bayer Leverkusen,Arthur Augusto de Matos Soares,Right Wing Back,196651.0,,2eac513c-c4da-4af6-b34f-49177523d723,00:39:49.849,"[83.7, 77.2]",,,
Pass,Bayer Leverkusen,Arthur Augusto de Matos Soares,Right Wing Back,196651.0,Exequiel Alejandro Palacios,566c7f41-bcee-4993-a64f-17c1b44fc864,00:39:51.178,"[79.6, 77.8]","[79.6, 67.3]",10.5,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,,edc72da1-1270-478f-8b36-571ab3046651,00:39:52.249,"[79.6, 67.3]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,,7a798fce-ae80-416f-b2d1-fa7eddd8840d,00:39:52.249,"[79.6, 67.3]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,Odilon Kossonou,593ef6bd-06a1-4c91-b946-8040953c42f3,00:39:52.303,"[79.6, 67.3]","[89.2, 78.2]",14.524806,
Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,2802c40c-f9f2-46cf-a7ca-0f9334a6ddcb,00:39:53.372,"[89.2, 78.2]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,13882d73-940e-4114-af6b-e9f8e770cd1f,00:39:53.372,"[89.2, 78.2]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Exequiel Alejandro Palacios,2d97bb2d-7ca2-4fae-930f-fe212811ef01,00:39:55.561,"[92.4, 78.2]","[83.7, 67.5]",13.790577,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,,128d7283-5c1f-48a5-834c-432b5888c803,00:39:56.674,"[83.7, 67.5]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,,b71901ca-0d63-4146-ba89-b6f20201ea1d,00:39:56.674,"[83.7, 67.5]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Center Midfield,28268.0,Arthur Augusto de Matos Soares,434276b1-5024-46b8-819f-ec78cd1aa3af,00:39:56.679,"[83.7, 67.5]","[71.1, 75.7]",15.033297,
Ball Receipt*,Bayer Leverkusen,Arthur Augusto de Matos Soares,Right Wing Back,196651.0,,1a99532d-dc38-4f46-b25d-d23dac49bb94,00:39:58.307,"[71.1, 75.7]",,,
Carry,Bayer Leverkusen,Arthur Augusto de Matos Soares,Right Wing Back,196651.0,,2cbaf80c-fa90-415f-ba20-3a49148a3586,00:39:58.307,"[71.1, 75.7]",,,
Pass,Bayer Leverkusen,Arthur Augusto de Matos Soares,Right Wing Back,196651.0,Jonathan Tah,6af48b5d-8d43-4c46-ab32-f28273242370,00:39:59.105,"[71.5, 73.7]","[51.2, 51.7]",29.934763,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,94658380-0b6e-4797-a8cf-ad9b038512e6,00:40:01.391,"[51.2, 51.7]",,,
